Archivo,Hoja,Fila,Contenido
120401_ZonasVerdes.xlsx,2,23,"{'2. Número y superficie de las zonas verdes de gestión municipal. Distritos. 2023': 'Nota: No incluye las zonas verdes del antiguo cauce del río Turia ni la de los cementerios municipales. Datos de superficie expresados en m2.', 'Unnamed: 1': nan, 'Unnamed: 2': nan}"
