ATA,Descripción,Sentido,IMD Lab.,MES,IMD Laborables
A34,AV. DE ARAGON,Entre Pl. Zaragoza y Ernesto Ferrer,,FEBRERO_2025,58157.0
A342,FERNANDO EL CATOLICO,De Paseo de Pechina a Ángel Guimerá,,FEBRERO_2025,27840.0
A343,FERNANDO EL CATOLICO,De Ángel Guimerá a Paseo de Pechina,,FEBRERO_2025,25028.0
A344,CONSTITUCION,De Ruaya a Llano de Zaidia,,FEBRERO_2025,12044.0
A345,PUENTE EXPOSICIÓN,De Paseo de Ciudadela a Alameda,,FEBRERO_2025,11090.0
A347,CARRER DE LA DEMOCRÀCIA,De Pérez Galdós a Velázquez,,FEBRERO_2025,5153.0
A349,MAESTRO GUERRERO,De Av. Pérez Galdós a Juan Llorens,,FEBRERO_2025,2333.0
A35,AV. BURJASSOT,De Doctor Peset Aleixandre a Pintor Matarana,,FEBRERO_2025,5375.0
A350,AYORA,De Tres Forques a Av. Del Cid,,FEBRERO_2025,7347.0
A351,MEDITERRANEO,Entre Doctor Lluch  y Eugenia Viñes,,FEBRERO_2025,1968.0
A353,SAN VICENTE - PERIODISTA AZZATI,De Pl. de San Agustín a Sangre y Pl. del Ayuntamiento,,FEBRERO_2025,6039.0
A355,MENENDEZ PIDAL,Entre Beltrán Báguena y Pío XII,,FEBRERO_2025,46759.0
A356,P.I. AUTOPISTA DEL SALER,Entre Av. De la Plata y Autopista del Saler,,FEBRERO_2025,18162.0
A357,AUTOPISTA DEL SALER (PASO INFERIOR Y LATERAL),Entre Instituto Obrero y Antonio Ferrandis,,FEBRERO_2025,39417.0
A359,JOSE Mª HARO,Entre Justo y Pastor y Pedro de Valencia,,FEBRERO_2025,3105.0
A36,AV. BURJASSOT,De Llano de Zaidia a Reus,,FEBRERO_2025,11195.0
A360,AV. DE LOS NARANJOS,Entre Ramón Llull y Luís Peixó,,FEBRERO_2025,32538.0
A361,TRES FORQUES,Entre Tres Cruces y V-30,,FEBRERO_2025,13528.0
A363,GENERAL AVILES,Entre Maestro Rodrigo y Pío Baroja,,FEBRERO_2025,27007.0
A364,PIO BAROJA,Entre Valle de la Ballestera y General Avilés,,FEBRERO_2025,24671.0
A365,MAESTRO RODRIGO,Entre General Avilés y Camp de Turia,,FEBRERO_2025,33561.0
A366,JUAN XXIII,Entre Periodista Gil Sumbiela y Río Nervión,,FEBRERO_2025,23211.0
A367,JUAN XXIII,Entre Peset Aleixandre y Hermanos Machado,,FEBRERO_2025,20975.0
A368,AV. DE FRANCIA,Entre Tomás de Montañana y Pintor Maella,,FEBRERO_2025,10585.0
A369,PASEO DE LA ALAMEDA - AVENIDA DE FRANCIA,Entre Pte. Del Reino y Pte. De Monteolivete,,FEBRERO_2025,24648.0
A37,AV. BURJASSOT,Entre Luis Braille y Burjasot,,FEBRERO_2025,5971.0
A370,PASEO DE LA ALAMEDA,Entre Pte. De Monteolivete y Menorca,,FEBRERO_2025,12628.0
A371,P.E. BULEVAR SUR,Entre San Vicente y Carretera de Malilla,,FEBRERO_2025,45459.0
A373,ACCESO POR V-31 (PISTA DE SILLA),Entre Bulevar Sur y V-31,,FEBRERO_2025,104560.0
A374,TRES CRUCES ENTRE GASPAR AGUILAR Y CAMPOS CRESPO,,,FEBRERO_2025,38053.0
A375,BULEVAR SUR,Entre Gaspar Aguilar y San Vicente,,FEBRERO_2025,41899.0
A376,RONDA NORTE,Entre Av. Cataluña y Emilio Baró,,FEBRERO_2025,63477.0
A377,MAESTRO RODRIGO,Entre Camp de Turia y La Safor,,FEBRERO_2025,40731.0
A378,LA SAFOR,Entre Maestro Rodrigo y Av. de les Corts Valencianes,,FEBRERO_2025,25165.0
A38,AV. BURJASSOT,De Pintor Matarana a Luis Braille,,FEBRERO_2025,3920.0
A382,PIO BAROJA,Entre Gral. Avilés y Maestro Rodrigo,,FEBRERO_2025,22407.0
A383,ALFAHUIR,Entre Ronda Norte y Primado Reig,,FEBRERO_2025,18672.0
A384,TOMAS DE MONTAÑANA,Entre Av. Francia y Av. Baleares,,FEBRERO_2025,32432.0
A386,SUECA,De Literato Azorín a Puerto Rico,,FEBRERO_2025,2195.0
A387,TRES CRUCES,Entre Archiduque Carlos y Campos Crespo,,FEBRERO_2025,34694.0
A388,ALFAHUIR,Entre Valladolid y Primado Reig,,FEBRERO_2025,15013.0
A39,AV. BURJASSOT,De Reus a Peset Aleixandre,,FEBRERO_2025,8446.0
A390,RONDA NORTE,De Juan XXIII a Alfahuir,,FEBRERO_2025,39272.0
A391,RONDA NORTE,De Alfahuir a Juan XXIII,,FEBRERO_2025,43536.0
A392,ALFAHUIR ENTRADA - EMILIO BARO,Entre Ronda Norte y Primado Reig,,FEBRERO_2025,11984.0
A393,P.I. RONDA NORTE,Entre Alfahuir y Camino de Moncada,,FEBRERO_2025,58831.0
A394,ALFAHUIR (SALIDA),De Primado Reig a Ronda Norte,,FEBRERO_2025,8088.0
A395,C/ RUAYA,Entre Constitución y Sagunto,,FEBRERO_2025,7650.0
A396,C/ PINTOR MAELLA,Entre Baleares y Menorca,,FEBRERO_2025,10401.0
A397,REUS,Entre Burjassot y Constitución,,FEBRERO_2025,7820.0
A398,HERMANOS MACHADO,Entre Juan XXIII y Av. Constitución,,FEBRERO_2025,90688.0
A399,HERMANOS MACHADO,Entre Constitución y Alfahuir,,FEBRERO_2025,72561.0
A402,AV. BALEARES,De Menorca a Ingeniero Manuel Soto,,FEBRERO_2025,12955.0
A403,ACCESO CAMINO DE MONCADA ( P.I.+ via de servicio),Entrada,,FEBRERO_2025,12561.0
A404,ACCESO CAMINO DE MONCADA ( P.I.+ via de servicio),Salida,,FEBRERO_2025,11521.0
A405,P.I. ANTONIO FERRANDIS,Entre Ausias March y Autopista del Saler,,FEBRERO_2025,22204.0
A406,PROLONGACION JUAN XXIII,Entre Hermnanos Machado y Salvador Cervero,,FEBRERO_2025,104346.0
A407,AVDA. DEL LEVANTE U.D.(entre Av. de Ecuador  y Juan XXIII),,,FEBRERO_2025,13667.0
A408,ANTONIO FERRANDIS (entre Ausias March y Av. Amado Granell Mesado (militar)),,,FEBRERO_2025,48557.0
A409,CAMINO DE LAS MORERAS (Entre Autopista del Saler y Paso elevado ferrocarril),,,FEBRERO_2025,8632.0
A410,AUTOPISTA DEL SALER (entre Avda. de la Plata y Puente de Monteolivete),,,FEBRERO_2025,41017.0
A411,MENORCA,Entre prolongación alameda y Av. Francia,,FEBRERO_2025,43954.0
A412,PONT DE L' ASSUT DE L' OR,Entre Menorca y Autopista del Saler,,FEBRERO_2025,53499.0
A413,MENORCA,Entre Av. Francia y Av. Baleares,,FEBRERO_2025,45797.0
A414,INGENIERO FAUSTO ELIO,Entre Av de los Naranjos y C/ Mendizábal,,FEBRERO_2025,25966.0
A415,SANTOS JUSTO Y PASTOR,Entre Jose Mª Haro y Serrería,,FEBRERO_2025,7556.0
A416,AV. NARANJOS,Entre Luis Peixó y Paseo Marítimo,,FEBRERO_2025,17361.0
A417,P.I. AV. CATALUÑA + P.I. CLARIANO,a V-21,,FEBRERO_2025,30626.0
A418,ACCESO BARCELONA (PASO INFERIOR DE SALIDA),De Clariano a V-21,,FEBRERO_2025,12980.0
A419,P.I. AV. CATALUÑA + P.I. CLARIANO,,,FEBRERO_2025,58411.0
A42,AYORA,De Tres Forques a Av. Del Cid,,FEBRERO_2025,8742.0
A420,AV. TRES CRUCES (Entre Campos Crespo y Gaspar Aguilar),,,FEBRERO_2025,38053.0
A421,AV. TRES CRUCES (Entre Camino Nuevo de Picaña y Campos Crespo),,,FEBRERO_2025,37731.0
A422,AV. CORTES VALENCIANAS,Desde Ronda Norte a Camp de Turia,,FEBRERO_2025,91335.0
A423,PASEO DE LA ALAMEDA,del Pte. Del Reino a Pte. De Monteolivete,,FEBRERO_2025,16460.0
A424,AVDA. FRANCIA,de Padre Tomás de Montañana a Paseo de la Alameda,,FEBRERO_2025,8187.0
A425,CAMPOS CRESPO (Entre Tres Cruces y Fray Junípero Serra),,,FEBRERO_2025,12244.0
A427,PONT DE FUSTA ( de Cronista Rivelles a Conde Trenor),Torres de Serrano,,FEBRERO_2025,6152.0
A43,BARCAS - PINTOR SOROLLA,De Plaza del Ayuntamiento a Pl. Alfonso el Magnánimo,,FEBRERO_2025,9214.0
A430,CONSTITUCIÓN,Desde Pl. Don Bosco hasta Av. Hermanos Machado,,FEBRERO_2025,10412.0
A431,CONSTITUCIÓN,Desde Pl. Don Bosco hasta C/ Ruaya,,FEBRERO_2025,5908.0
A432,ACCESO CAMINO DE MONCADA (P.I. + vías de servicio),,,FEBRERO_2025,24082.0
A433,AV. PIO BAROJA ( Entre Manuel de Falla Y General Avilés),,,FEBRERO_2025,49194.0
A434,ÁNGEL GUIMERÁ (de Avda. Fernando el Católico a Buen Orden),Salida de la ciudad,,FEBRERO_2025,22524.0
A435,PONT DE FUSTA,,,FEBRERO_2025,6152.0
A436,C/ JUSTICIA,,,FEBRERO_2025,4768.0
A438,TRINIDAD,,,FEBRERO_2025,33367.0
A439,C/ MURILLO,,,FEBRERO_2025,2256.0
A44,BARÓN DE CARCER,De C/ Pie de la Cruz a Quevedo,,FEBRERO_2025,7101.0
A441,C/ EDUARDO PRIMO YÚFERA,,,FEBRERO_2025,8632.0
A442,CAMINO DE LAS MORERAS,,,FEBRERO_2025,19859.0
A443,CAMINO DEL CANAL,,,FEBRERO_2025,2734.0
A444,CONDE LUMINARES,de Hnos. Machado a Coronel Montesinos,,FEBRERO_2025,7951.0
A445,AV. CONSTITUCIÓN,de Coronel Montesinos a Hnos. Machado,,FEBRERO_2025,11787.0
A446,AV. CONSTITUCIÓN,entre Pl. Don Bosco y Coronel Montesinos,,FEBRERO_2025,12737.0
A45,BARON DE CARCER,De Quevedo a Plaza San Agustín,,FEBRERO_2025,1664.0
A46,BLANQUERIAS ,De Puente de las Artes a Puente de San José,,FEBRERO_2025,36062.0
A47,BLASCO IBAÑEZ ,Entre Avenida de Aragón y Clariano,,FEBRERO_2025,38030.0
A48,BLASCO IBAÑEZ ,Entre Botánico Cabanilles a Doctor Moliner,,FEBRERO_2025,33158.0
A5,ACCESO BARCELONA ,Entre Primado Reig y Blasco Ibáñez,,FEBRERO_2025,72010.0
A50,BLASCO IBAÑEZ ,Entre Doctor Manuel Candela y José María Haro,,FEBRERO_2025,31342.0
A51,BLASCO IBAÑEZ ,Entre Doctor Moliner y Av. Aragón,,FEBRERO_2025,42936.0
A52,BLASCO IBAÑEZ ,Entre José María Haro y Serrería,,FEBRERO_2025,19001.0
A53,BOTANICO CABANILLES ,De Primado Reig a Blasco Ibáñez,,FEBRERO_2025,21414.0
A54,BRASIL ,De C/ De la Democracia a Cartagena,,FEBRERO_2025,4692.0
A55,CADIZ ,De Germanías a Peris y Valero,,FEBRERO_2025,4020.0
A56,CAMINO DE MONCADA ,Entre Peset Aleixandre y Hnos. Machado,,FEBRERO_2025,19894.0
A58,CAMINO NUEVO DE PICANYA ,Entre Piedrapiquers y Tres Cruces,,FEBRERO_2025,64729.0
A59,ACCESO A ARCHIDUQUE CARLOS POR CAMINO NUEVO DE PICANYA ,Entre V-30 y Piedrapiquers,,FEBRERO_2025,79286.0
A6,ACCESO ADEMUZ,De Camp del Turia a Av. Burjasot,,FEBRERO_2025,49570.0
A60,CAMP DE TURIA,Entre Cortes Valencianas a Maestro Rodrigo,,FEBRERO_2025,20451.0
A61,CAMPANAR,Entre Nicasio Benlloch y Pío XII,,FEBRERO_2025,8617.0
A62,CAMPANAR,Entre Pío XII y Tirso de Molina,,FEBRERO_2025,13643.0
A64,CARDENAL BENLLOCH ,Entre Avenida del Puerto y Santos Justo y Pastor,,FEBRERO_2025,34302.0
A65,CARDENAL BENLLOCH ,Entre Santos Justo y Pastor a Blasco Ibáñez,,FEBRERO_2025,32500.0
A66,CARRERA DE SAN LUIS ,De Avenida de la Plata a Hermanos Maristas,,FEBRERO_2025,2987.0
A67,CARRER DE LA DEMOCRÀCIA,De Velazquez a 9 de Octubre,,FEBRERO_2025,2210.0
A68,CENTELLES,Entre Maestro Aguilar y Filipinas,,FEBRERO_2025,6870.0
A69,AV. DEL CID,De Archiduque Carlos a Pérez Galdós,,FEBRERO_2025,38816.0
A7,PASEO DE LA ALAMEDA,De Eduardo Boscá a Pl. Zaragoza,,FEBRERO_2025,27391.0
A70,AV. DEL CID,De Enguera a Archiduque Carlos,,FEBRERO_2025,28938.0
A701,AV. DEL CID ,Entre Sureres y Tres Cruces,,FEBRERO_2025,114183.0
A702,AV. DEL CID ,Entre José Maestre y Enguera,,FEBRERO_2025,59577.0
A703,ACCESO ALBORAYA - AV. DE L'ORXATA  ,Entre Alboraya y Hermanos Machado,,FEBRERO_2025,31425.0
A704,AUSIAS MARCH  ,Entre Antonio Ferrandis y Ebanista Caselles,,FEBRERO_2025,65441.0
A705,SAN VICENTE MÁRTIR ,Entre Arzobispo Olaechea y Dr. Tomás Sala,,FEBRERO_2025,19746.0
A706,P.I. PIO XII,,,FEBRERO_2025,56338.0
A707,P.I. AV. CID ,,,FEBRERO_2025,42026.0
A708,P.I. PÉREZ GALDÓS,,,FEBRERO_2025,32671.0
A709,P.I. CAMINO DE MONCADA,,,FEBRERO_2025,13045.0
A71,AV. DEL CID,Entre Tres Cruces y Enguera,,FEBRERO_2025,51151.0
A72,AV. DEL CID,Entre V-30 y Tres Cruces,,FEBRERO_2025,98700.0
A73,CISCAR ,De Antiguo Reino a Marqués del Túria,,FEBRERO_2025,5499.0
A74,CLARIANO ,Entre Blasco Ibáñez y ALBALAT DELS TARONGERS,,FEBRERO_2025,33491.0
A76,COLON,De Pl. Porta de la Mar a Sorní,,FEBRERO_2025,10739.0
A77,COLON,De Sorní a Ruzafa,,FEBRERO_2025,14189.0
A78,CONDE TRENOR,De Puente de Serranos a Puente de la Trinidad,,FEBRERO_2025,54739.0
A8,PASEO DE LA ALAMEDA,De Pl. Zaragoza a Puente de las flores,,FEBRERO_2025,33512.0
A80,CONSTITUCION,Desde Av. Hermanos Machado hasta C/ Rio Genil,,FEBRERO_2025,20477.0
A81,CORTES VALENCIANAS ,desde GENERAL AVILES hasta LA SAFOR,,FEBRERO_2025,68470.0
A82,CORTES VALENCIANAS (ACCESO POR CV-35),Entre Camp del Turia y La Safor,,FEBRERO_2025,81889.0
A83,CUENCA ,De Fernando el Católico a Guillem de Castro,,FEBRERO_2025,3832.0
A84,CUENCA ,De Calamocha a Pérez Galdós,,FEBRERO_2025,4777.0
A85,CUENCA ,De Pérez Galdós a San José de Calasanz,,FEBRERO_2025,6231.0
A86,CUENCA ,De San José de Calasanz a Fernando el Católico,,FEBRERO_2025,5809.0
A87,DOCTOR GOMEZ FERRER ,De Blasco Ibáñez a Primado Reig,,FEBRERO_2025,7438.0
A88,DOCTOR LLUCH ,De Mediterráneo a Pintor Ferrandis,,FEBRERO_2025,5246.0
A89,DOCTOR LLUCH ,De Dr. Marcos Sopena a Mediterráneo,,FEBRERO_2025,5808.0
A9,PASEO DE LA ALAMEDA,De Pte. De las Flores a Pte. Exposición,,FEBRERO_2025,33653.0
A90,DOCTOR LLUCH ,De Pintor Ferrandis a Los Naranjos,,FEBRERO_2025,3557.0
A91,DOCTOR MANUEL CANDELA ,Entre Av. Del Puerto y Santos Justo y Pastor,,FEBRERO_2025,38556.0
A92,DOCTOR MANUEL CANDELA ,Entre Santos Justo y Pastor y Blasco Ibáñez,,FEBRERO_2025,38514.0
A93,DOCTOR MARCOS SOPENA ,Entre Pl. Armada Española y Eugenia Viñes,,FEBRERO_2025,8287.0
A94,DOCTOR MOLINER ,De Alameda a Blasco Ibáñez,,FEBRERO_2025,11072.0
A95,DOCTOR PESET ALEIXANDRE ,Entre Av. Burjasot y Juan XXIII,,FEBRERO_2025,55630.0
A96,DOCTOR PESET ALEIXANDRE ,Entre Camino de Moncada y  Av. Constitución,,FEBRERO_2025,53833.0
A97,DOCTOR PESET ALEIXANDRE ,Entre Juan XXIII y Camino de Moncada,,FEBRERO_2025,52234.0
A98,DOLORES MARQUES ,De Valladolid a Primado Reig,,FEBRERO_2025,8706.0
A99,EDUARDO BOSCA ,Entre Nueva Alameda y Av. Del Puerto,,FEBRERO_2025,36720.0
B1,ACACIAS,,,FEBRERO_2025,707.0
B10,BARÓN DE SAN PETRILLO,,,FEBRERO_2025,1244.0
B100,SERPIS,,,FEBRERO_2025,6146.0
B103,TAMARINDOS,,,FEBRERO_2025,2859.0
B104,TENERIFE,,,FEBRERO_2025,6696.0
B105,TORRES,,,FEBRERO_2025,2757.0
B106,VICENTE GALLART,,,FEBRERO_2025,1215.0
B108,VICENTE LA RODA,,,FEBRERO_2025,1533.0
B109,VIRGEN DE LA CABEZA,,,FEBRERO_2025,3138.0
B11,BENICADELL,,,FEBRERO_2025,1019.0
B110,VIRGEN DEL SUFRAGIO,,,FEBRERO_2025,1278.0
B111,ANTONIO FERRANDIS (Entre Autopista Saler y Av. Amado Granell Mesado (militar)),,,FEBRERO_2025,50977.0
B114,PINTOR FERRANDIS,Entre Doctor Lluch y Pavía,,FEBRERO_2025,864.0
B115,ALAMEDA (DE MENORCA A IBIZA),,,FEBRERO_2025,2158.0
B116,JUAN XXIII - ROTONDA,,,FEBRERO_2025,18699.0
B118,MOLINELL,,,FEBRERO_2025,5143.0
B119,ACTOR MORA,AV. CONSTITUCIÓN,,FEBRERO_2025,924.0
B12,BILBAO,,,FEBRERO_2025,1294.0
B120,ACTOR MORA,VISITACIÓN,,FEBRERO_2025,545.0
B122,ARQUITECTO ALFARO,De Francisco Cubells a Av. Puerto,,FEBRERO_2025,1159.0
B123,PADRE ANTÓN MARTÍN,De Avda. Naranjos a San Juan de Dios,,FEBRERO_2025,706.0
B124,MENDIZÁBAL,De Álvaro López a Fausto Elio,,FEBRERO_2025,1877.0
B125,CUARTELL,De Florista a Alquería de Bellver,,FEBRERO_2025,1176.0
B126,SIERRA AGULLENT,De Florista a Av. Burjasot,,FEBRERO_2025,2887.0
B127,Doctor Vicente Zaragozá,,,FEBRERO_2025,3635.0
B13,BORRULL,,,FEBRERO_2025,2330.0
B14,BURRIANA,,,FEBRERO_2025,2652.0
B15,CALIXTO III,,,FEBRERO_2025,822.0
B16,CAMPOAMOR,,,FEBRERO_2025,3133.0
B17,CANAL DE NAVARRÉS,,,FEBRERO_2025,1317.0
B18,CARRASQUETA,,,FEBRERO_2025,2511.0
B19,CARTAGENA,,,FEBRERO_2025,2935.0
B2,ACTOR MORA,,,FEBRERO_2025,1468.0
B20,CASTIELFABIG,,,FEBRERO_2025,2305.0
B21,CAVITE,,,FEBRERO_2025,2630.0
B23,COETERS,,,FEBRERO_2025,2706.0
B24,COFRENTES,,,FEBRERO_2025,3464.0
B26,CONDE SALVATIERRA,,,FEBRERO_2025,4099.0
B27,CONVENTO CARMELITAS,,,FEBRERO_2025,622.0
B29,CUENCA TRAMOYERES,,,FEBRERO_2025,960.0
B3,"ALAMEDA, NUEVA PROLONGACIÓN DEL PASEO",,,FEBRERO_2025,12505.0
B30,CURA PLANELLES,,,FEBRERO_2025,501.0
B31,DELS PORTS,,,FEBRERO_2025,1260.0
B32,DOCTOR PÉREZ FELIU,,,FEBRERO_2025,1098.0
B33,VICENTE ZARAGOZÁ,,,FEBRERO_2025,3635.0
B34,DUQUE DE CALABRIA,,,FEBRERO_2025,1551.0
B35,EBANISTA CASELLES,,,FEBRERO_2025,17705.0
B36,ENGUERA,,,FEBRERO_2025,4051.0
B37,ERUDITO ORELLANA,,,FEBRERO_2025,4057.0
B38,ESCULTOL ALFONSO GABINO,,,FEBRERO_2025,1290.0
B39,ESCULTOR JOSÉ CAPUZ,,,FEBRERO_2025,3987.0
B4,ALMIRANTE CADARSO,,,FEBRERO_2025,1881.0
B40,EXPLORADOR ANDRÉS,,,FEBRERO_2025,2680.0
B41,FÉLIX PIZCUETA,,,FEBRERO_2025,4586.0
B42,FINLANDIA,,,FEBRERO_2025,3168.0
B43,FRANCIA,,,FEBRERO_2025,4145.0
B44,FRAY JUNÍPERO SERRA,,,FEBRERO_2025,6198.0
B45,FRAY PEDRO VIVES,,,FEBRERO_2025,1694.0
B46,FUENTE ENCARROZ,,,FEBRERO_2025,819.0
B49,GRABADOR ENGUIDANOS,,,FEBRERO_2025,1369.0
B51,GREGORIO MAYANS,,,FEBRERO_2025,2585.0
B52,HABANA,,,FEBRERO_2025,1236.0
B53,HERMANOS VILLALONGA,,,FEBRERO_2025,1047.0
B54,HISTORIADOR COLOMA,,,FEBRERO_2025,176.0
B55,L' HORTA SUD,,,FEBRERO_2025,2192.0
B57,JACA,De Alboraya a Almazora (Av. Constitucion),,FEBRERO_2025,749.0
B58,JAIME ESTEVE,,,FEBRERO_2025,3603.0
B59,JÁTIVA,Entre Ruzafa y Alicante,,FEBRERO_2025,22662.0
B60,JOAQUÍN COSTA,,,FEBRERO_2025,2666.0
B61,JOSÉ AGUIRRE,,,FEBRERO_2025,1468.0
B64,JOSÉ MAESTRE,,,FEBRERO_2025,1366.0
B65,JUAN GINER,,,FEBRERO_2025,507.0
B68,LLOMBAY,,,FEBRERO_2025,966.0
B69,MARVÀ,,,FEBRERO_2025,3303.0
B7,ANDREU ALABARTA,,,FEBRERO_2025,2552.0
B70,MENORCA,,,FEBRERO_2025,44894.0
B72,MINISTRO LUIS MAYANS,,,FEBRERO_2025,547.0
B73,MÚSICO AYLLON,,,FEBRERO_2025,2181.0
B74,MÚSICO GINÉS,,,FEBRERO_2025,7839.0
B75,OLTA,,,FEBRERO_2025,3909.0
B77,PADRE PORTA,,,FEBRERO_2025,2205.0
B79,PEDRO III,,,FEBRERO_2025,1879.0
B80,TRAVESÍA PESCADORES,,,FEBRERO_2025,572.0
B81,PINTOR GENARO LAHUERTA,,,FEBRERO_2025,1177.0
B82,PINTOR SALVADOR ABRIL,,,FEBRERO_2025,1985.0
B84,PLATERO SUÁREZ,,,FEBRERO_2025,6059.0
B86,POETA MAS Y ROS,,,FEBRERO_2025,1475.0
B87,POETA MONMENEU,,,FEBRERO_2025,1497.0
B88,PROGRESO,,,FEBRERO_2025,841.0
B89,POBLA DEL DUC,,,FEBRERO_2025,2082.0
B9,ARTES GRÁFICAS,,,FEBRERO_2025,1905.0
B90,POBLA LLARGA,,,FEBRERO_2025,354.0
B91,RAMÓN ASENSIO,,,FEBRERO_2025,961.0
B92,RAMÓN DUART,,,FEBRERO_2025,6676.0
B93,REINA DOÑA GERMANA,,,FEBRERO_2025,2508.0
B94,RIO TAJO,,,FEBRERO_2025,866.0
B95,RODRÍGUEZ DE CEPEDA,,,FEBRERO_2025,2059.0
B97,SAGASTA,,,FEBRERO_2025,2136.0
B99,SANTA RITA,,,FEBRERO_2025,8751.0
E71,Pérez Galdós - Giorgeta - Peris y Valero,Eduardo Boscá,,FEBRERO_2025,18066.0
F39,CARRIL BICI PONT DEL REAL,Doble,,FEBRERO_2025,823.0
